Rating,Current Ratio,Debt/Equity Ratio,Gross Margin,EBITDA Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year Month Day,Rating Agency_DBRS,Rating Agency_Egan-Jones Ratings Company,Rating Agency_Fitch Ratings,Rating Agency_HR Ratings de Mexico S.A. de C.V.,"Rating Agency_Japan Credit Rating Agency,Ltd.",Rating Agency_Moody's Investors Service,Rating Agency_Standard & Poor's Ratings Services,Sector_BusEq,Sector_Chems,Sector_Durbl,Sector_Enrgy,Sector_Hlth,Sector_Manuf,Sector_Money,Sector_NoDur,Sector_Other,Sector_Shops,Sector_Telcm,Sector_Utils
2,0.024632837687563233,0.8837809067972914,0.5655958952281495,0.5855292916659457,0.6587354984137085,0.46469119435184447,0.6155376461652505,0.5868913006349514,0.6171281386712815,0.26136003124846896,0.5704270281266844,20120423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0.024632837687563233,0.8837809067972914,0.5655958952281495,0.5855292916659457,0.6587354984137085,0.46469119435184447,0.6155376461652505,0.5868913006349514,0.6171281386712815,0.26136003124846896,0.5704270281266844,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.05211212350930184,0.8836193449609078,0.7824588137507725,0.6452533436817947,0.713904478149448,0.3908441391665219,0.6175690211623743,0.5879813424437027,0.633556693835567,0.24687173965249198,0.5490296912587274,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.05211212350930184,0.8836193449609078,0.7824588137507725,0.6452533436817947,0.713904478149448,0.3908441391665219,0.6175690211623743,0.5879813424437027,0.633556693835567,0.24687173965249198,0.5490296912587274,20120703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.05211212350930184,0.8836193449609078,0.7824588137507725,0.6452533436817947,0.713904478149448,0.3908441391665219,0.6175690211623743,0.5879813424437027,0.633556693835567,0.24687173965249198,0.5490296912587274,20120709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.08788003032278427,0.8837149986836368,0.6073229470812642,0.576027049773957,0.66160881379204,0.6083459429208596,0.6158579667306692,0.5874181505505739,0.6206021312060214,0.22434001932414746,0.5193908646475408,20120530,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0.08788003032278427,0.8837149986836368,0.6073229470812642,0.576027049773957,0.66160881379204,0.6083459429208596,0.6158579667306692,0.5874181505505739,0.6206021312060214,0.22434001932414746,0.5193908646475408,20120615,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.042543338278975516,0.8794354691200397,0.5802492487372392,0.5783905217651377,0.6642967031217011,0.6851032712539176,0.6107092541588577,0.5849974895674723,0.6286523162865232,0.2437907991035609,0.548085493711292,20121121,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.025688825700034515,0.8842648726546096,0.817305151211611,0.5849485810825842,0.658548968638558,0.4210483081841352,0.616853421040363,0.586302742978517,0.6182826436828265,0.24665086930552743,0.5509382202861954,20120615,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.03311318834637587,0.8766976136944945,0.8027871315615609,0.6302097108280664,0.6914975692001025,0.5454692219657646,0.6007502730961277,0.5855332743891668,0.6366127413661274,0.24548761881151407,0.5490389193111679,20120327,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.03311318834637587,0.8766976136944945,0.8027871315615609,0.6302097108280664,0.6914975692001025,0.5454692219657646,0.6007502730961277,0.5855332743891668,0.6366127413661274,0.24548761881151407,0.5490389193111679,20120808,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0.03311318834637587,0.8766976136944945,0.8027871315615609,0.6302097108280664,0.6914975692001025,0.5454692219657646,0.6007502730961277,0.5855332743891668,0.6366127413661274,0.24548761881151407,0.5490389193111679,20120905,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.03311318834637587,0.8766976136944945,0.8027871315615609,0.6302097108280664,0.6914975692001025,0.5454692219657646,0.6007502730961277,0.5855332743891668,0.6366127413661274,0.24548761881151407,0.5490389193111679,20120906,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.06521463398806558,0.8838009371066277,0.6076346412054304,0.580253306605301,0.6554445014002347,0.40773590712601426,0.6153612096976548,0.586636772936136,0.6154350736543508,0.24252715299729094,0.5458283959757303,20120615,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0.11762467590312049,0.8835802438780117,0.6150737409688626,0.5888751362561145,0.6685924065825616,0.5814182345311223,0.6161303168210217,0.5872655836829875,0.6248642462486425,0.24281093792793632,0.5444601274729608,20120601,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,0.11762467590312049,0.8835802438780117,0.6150737409688626,0.5888751362561145,0.6685924065825616,0.5814182345311223,0.6161303168210217,0.5872655836829875,0.6248642462486425,0.24281093792793632,0.5444601274729608,20120615,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0.11762467590312049,0.8835802438780117,0.6150737409688626,0.5888751362561145,0.6685924065825616,0.5814182345311223,0.6161303168210217,0.5872655836829875,0.6248642462486425,0.24281093792793632,0.5444601274729608,20120625,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,0.03403349074830614,0.883843516506714,0.5298070160482513,0.5795995244321736,0.6481302636912933,0.26594044815592255,0.6151729896657157,0.5840270316045949,0.6136746886367469,0.23859325132662765,0.5396636374885436,20120329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0.03403349074830614,0.883843516506714,0.5298070160482513,0.5795995244321736,0.6481302636912933,0.26594044815592255,0.6151729896657157,0.5840270316045949,0.6136746886367469,0.23859325132662765,0.5396636374885436,20120611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0.03403349074830614,0.883843516506714,0.5298070160482513,0.5795995244321736,0.6481302636912933,0.26594044815592255,0.6151729896657157,0.5840270316045949,0.6136746886367469,0.23859325132662765,0.5396636374885436,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.03403349074830614,0.883843516506714,0.5298070160482513,0.5795995244321736,0.6481302636912933,0.26594044815592255,0.6151729896657157,0.5840270316045949,0.6136746886367469,0.23859325132662765,0.5396636374885436,20120712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.01765387780625865,0.8842236725872022,0.7652719464632041,0.5915744594865153,0.6712035080842446,0.2787922879419492,0.6159678610387649,0.5871547506908135,0.6198281161982812,0.24653922938469808,0.5525237674782459,20120607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.01765387780625865,0.8842236725872022,0.7652719464632041,0.5915744594865153,0.6712035080842446,0.2787922879419492,0.6159678610387649,0.5871547506908135,0.6198281161982812,0.24653922938469808,0.5525237674782459,20120615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.055430521593185046,0.8837418656853813,0.5747453165959805,0.5667787818641566,0.6591273213141724,0.8110563127989614,0.6161115593104342,0.5911316497756088,0.6231403262314033,0.2461596001095517,0.5491513337681704,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.023113748786941148,0.8838547910520889,0.9583555337695275,0.5816986719199939,0.6684954363275172,0.33925372328615105,0.6159746491588551,0.5858020368657738,0.6213669887136699,0.23317456548109713,0.5296377779688637,20120615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.04071453222385766,0.8837082219622145,0.49055540163253125,0.557756371595451,0.6129037293498688,0.824488671686346,0.6093097372740648,0.5810085057712341,0.552787790527878,0.24350005341046574,0.5466001967252998,20120615,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.03980602857067008,0.883528728801006,0.6184469640459496,0.5690753616811965,0.6600041531650697,0.8682094106248905,0.6163137436312868,0.5874790091406683,0.6279852212798522,0.2449138913526716,0.5475204852277756,20120619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0.03980602857067008,0.883528728801006,0.6184469640459496,0.5690753616811965,0.6600041531650697,0.8682094106248905,0.6163137436312868,0.5874790091406683,0.6279852212798522,0.2449138913526716,0.5475204852277756,20120802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0.059259215560189836,0.8838390786537472,0.6020156220029411,0.5757491305562216,0.6547163572737388,0.44697294109208935,0.6153637128852566,0.5861747512856372,0.615441591154416,0.24471497417958715,0.5493728070267425,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.052365796607269796,0.8836580262469016,0.6216528846358773,0.58218421950273,0.6676424134335496,0.5971723623774842,0.6162023189901594,0.5901044200219031,0.6247248212472483,0.2464856850581612,0.5504545864469272,20120615,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.13691857978461383,0.8836924495928868,0.5494703863941519,0.5821568755885893,0.6652553684073431,0.6566110854870856,0.6161205445515198,0.5872286560842966,0.6234751112347512,0.2459839747185108,0.5474579861453377,20120615,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.13691857978461383,0.8836924495928868,0.5494703863941519,0.5821568755885893,0.6652553684073431,0.6566110854870856,0.6161205445515198,0.5872286560842966,0.6234751112347512,0.2459839747185108,0.5474579861453377,20120710,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.028193110120671702,0.8854540973077224,0.7356775217919482,0.626236192095786,0.6615520507159164,0.3954731173521211,0.6175930036671698,0.5883680657589009,0.6231182162311822,0.24788747552689627,0.5532418777408888,20120216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.028193110120671702,0.8854540973077224,0.7356775217919482,0.626236192095786,0.6615520507159164,0.3954731173521211,0.6175930036671698,0.5883680657589009,0.6231182162311822,0.24788747552689627,0.5532418777408888,20120615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.028193110120671702,0.8854540973077224,0.7356775217919482,0.626236192095786,0.6615520507159164,0.3954731173521211,0.6175930036671698,0.5883680657589009,0.6231182162311822,0.24788747552689627,0.5532418777408888,20121213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.035809202434081866,0.8838596487019579,0.5371603333262291,0.5670077292130637,0.6612666585831841,0.7132613168246205,0.616231286008258,0.5876633375914966,0.6252911837529119,0.24857578784452763,0.553787591205666,20120627,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0.035809202434081866,0.8838596487019579,0.5371603333262291,0.5670077292130637,0.6612666585831841,0.7132613168246205,0.616231286008258,0.5876633375914966,0.6252911837529119,0.24857578784452763,0.553787591205666,20120615,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0467023972107758,0.8842545576450113,0.6562754416998785,0.5963621162273927,0.6601093225311097,0.4788654568506063,0.616041524712337,0.5871600129154569,0.6196265686962658,0.25411896424925634,0.5723749861054892,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.026617977163521808,0.8841480491738096,0.7311326484942776,0.5962320395284859,0.6655692997533487,0.3227580891490593,0.6158230806030234,0.5869782821128827,0.6185547286855473,0.2442499417036145,0.5447231269675151,20120615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.026617977163521808,0.8841480491738096,0.7311326484942776,0.5962320395284859,0.6655692997533487,0.3227580891490593,0.6158230806030234,0.5869782821128827,0.6185547286855473,0.2442499417036145,0.5447231269675151,20120620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.026617977163521808,0.8841480491738096,0.7311326484942776,0.5962320395284859,0.6655692997533487,0.3227580891490593,0.6158230806030234,0.5869782821128827,0.6185547286855473,0.2442499417036145,0.5447231269675151,20120927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.03455263569298476,0.8838440562455883,0.6507043754395686,0.5800683875927222,0.6583397336329583,0.5170724733557597,0.6156009964872845,0.5920543503308906,0.617661501176615,0.23938972318386348,0.5377265853898957,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.05556325751654038,0.8834322954554585,0.6691982268067603,0.580567684375224,0.6702766931913162,0.5780741804282707,0.6159759882002579,0.5881833106412097,0.6249678662496787,0.24487346538613627,0.5477683842728819,20120615,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.022712591329689488,0.8847206521484905,0.7206069776858975,0.5895241293821326,0.6701727852269679,0.7161501838036302,0.6191722636320017,0.5958045889192357,0.636200901362009,0.2475696899489,0.5526353430213903,20120615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.05843035346101546,0.8839665769700618,1.0,0.6516314275191624,0.6893295350426062,0.10421243513041023,0.6158358260909867,0.5869930230346982,0.6191578861915789,0.24505605153962698,0.549322891652178,20120424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.022712591329689488,0.8847206521484905,0.7206069776858975,0.5895241293821326,0.6701727852269679,0.7161501838036302,0.6191722636320017,0.5958045889192357,0.636200901362009,0.2475696899489,0.5526353430213903,20120228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0.05030101557729803,0.8835013220603871,0.8417387736834252,0.6013340740392863,0.6977708351630227,0.35934622461520416,0.6162989376592058,0.5882496155083199,0.6286927412869274,0.2456463777396959,0.5490783482625046,20120615,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.05030101557729803,0.8835013220603871,0.8417387736834252,0.6013340740392863,0.6977708351630227,0.35934622461520416,0.6162989376592058,0.5882496155083199,0.6286927412869274,0.2456463777396959,0.5490783482625046,20120719,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0.040463808813075375,0.883629360115576,0.7523955158670957,0.5844088091277384,0.6759980959141464,0.5344447989115697,0.6162131460963581,0.5874142687187224,0.6260555462605555,0.24546405930783785,0.5479244222505123,20120615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.040463808813075375,0.883629360115576,0.7523955158670957,0.5844088091277384,0.6759980959141464,0.5344447989115697,0.6162131460963581,0.5874142687187224,0.6260555462605555,0.24546405930783785,0.5479244222505123,20121012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.040463808813075375,0.883629360115576,0.7523955158670957,0.5844088091277384,0.6759980959141464,0.5344447989115697,0.6162131460963581,0.5874142687187224,0.6260555462605555,0.24546405930783785,0.5479244222505123,20121025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.05968692020211256,0.8836308593902269,0.7205345154621599,0.5975547434430221,0.6775078360638211,0.5872090595182368,0.6166813350909572,0.5887556131267658,0.6312117138121172,0.2450108065837033,0.5479881797037376,20130816,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.05968692020211256,0.8836308593902269,0.7205345154621599,0.5975547434430221,0.6775078360638211,0.5872090595182368,0.6166813350909572,0.5887556131267658,0.6312117138121172,0.2450108065837033,0.5479881797037376,20131105,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.05968692020211256,0.8836308593902269,0.7205345154621599,0.5975547434430221,0.6775078360638211,0.5872090595182368,0.6166813350909572,0.5887556131267658,0.6312117138121172,0.2450108065837033,0.5479881797037376,20131120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.05968692020211256,0.8836308593902269,0.7205345154621599,0.5975547434430221,0.6775078360638211,0.5872090595182368,0.6166813350909572,0.5887556131267658,0.6312117138121172,0.2450108065837033,0.5479881797037376,20131217,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.05968692020211256,0.8836308593902269,0.7205345154621599,0.5975547434430221,0.6775078360638211,0.5872090595182368,0.6166813350909572,0.5887556131267658,0.6312117138121172,0.2450108065837033,0.5479881797037376,20131126,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0.05968692020211256,0.8836308593902269,0.7205345154621599,0.5975547434430221,0.6775078360638211,0.5872090595182368,0.6166813350909572,0.5887556131267658,0.6312117138121172,0.2450108065837033,0.5479881797037376,20131104,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.032299074683129855,0.8839105640691033,0.6090881481639351,0.5915349112265151,0.6732249042950885,0.4471951846153489,0.6161606502078985,0.587600044490478,0.6225465737254657,0.24547690994620672,0.5445767364992544,20130410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.03720735416009132,0.8835780849225144,0.6275516293344132,0.5804337455415516,0.6672244164479842,0.6126518327268597,0.6164207412375726,0.5886236559418653,0.62893900378939,0.24382694152397327,0.5467885328864719,20130805,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.03720735416009132,0.8835780849225144,0.6275516293344132,0.5804337455415516,0.6672244164479842,0.6126518327268597,0.6164207412375726,0.5886236559418653,0.62893900378939,0.24382694152397327,0.5467885328864719,20131104,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.04013049416109422,0.8838083135379102,0.7506814645894162,0.5911324767839355,0.6889003431170276,0.3060774685294494,0.6155655856740277,0.5825645514545388,0.6175404736754048,0.24480519636980178,0.5472931395721959,20130813,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.04013049416109422,0.8838083135379102,0.7506814645894162,0.5911324767839355,0.6889003431170276,0.3060774685294494,0.6155655856740277,0.5825645514545388,0.6175404736754048,0.24480519636980178,0.5472931395721959,20131119,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0.034242918538488994,0.8838514326768708,0.8196383282538735,0.5869825357355606,0.66563016238497,0.42755864717169345,0.6158142702571413,0.5844362051262016,0.6195222061952221,0.24212530282663178,0.5445415021172089,20131126,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,0.034242918538488994,0.8838514326768708,0.8196383282538735,0.5869825357355606,0.66563016238497,0.42755864717169345,0.6158142702571413,0.5844362051262016,0.6195222061952221,0.24212530282663178,0.5445415021172089,20131218,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,0.034242918538488994,0.8838514326768708,0.8196383282538735,0.5869825357355606,0.66563016238497,0.42755864717169345,0.6158142702571413,0.5844362051262016,0.6195222061952221,0.24212530282663178,0.5445415021172089,20130812,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.031535105702040295,0.8837311308788807,0.7332111421325206,0.5784935635206849,0.6639048802212372,0.7122544518932626,0.6170647381701294,0.5880610789509801,0.6326198238261983,0.24049059453746136,0.5413246869278345,20130529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.031535105702040295,0.8837311308788807,0.7332111421325206,0.5784935635206849,0.6639048802212372,0.7122544518932626,0.6170647381701294,0.5880610789509801,0.6326198238261983,0.24049059453746136,0.5413246869278345,20130925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.031535105702040295,0.8837311308788807,0.7332111421325206,0.5784935635206849,0.6639048802212372,0.7122544518932626,0.6170647381701294,0.5880610789509801,0.6326198238261983,0.24049059453746136,0.5413246869278345,20131113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.032299074683129855,0.8839105640691033,0.6090881481639351,0.5915349112265151,0.6732249042950885,0.4471951846153489,0.6161606502078985,0.587600044490478,0.6225465737254657,0.24547690994620672,0.5445767364992544,20130802,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.032299074683129855,0.8839105640691033,0.6090881481639351,0.5915349112265151,0.6732249042950885,0.4471951846153489,0.6161606502078985,0.587600044490478,0.6225465737254657,0.24547690994620672,0.5445767364992544,20130926,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.02626991407561228,0.8839540430339801,0.6089336331280237,0.5912704322377641,0.6694741263650139,0.4488575701672893,0.6161061430245972,0.5874974185609038,0.6220179137201792,0.24208621546825987,0.5439060248696014,20131121,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.08243195809084447,0.8839719143878191,0.6798070160482512,0.585075722559069,0.6610731910987298,0.4851883031532569,0.6155941646433933,0.5868563265012117,0.6172236736722367,0.24491308818777355,0.5491450419142336,20130910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.08243195809084447,0.8839719143878191,0.6798070160482512,0.585075722559069,0.6610731910987298,0.4851883031532569,0.6155941646433933,0.5868563265012117,0.6172236736722367,0.24491308818777355,0.5491450419142336,20131210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.08278887024031102,0.8837833656077189,0.5487670765755206,0.5762918377334892,0.6610974730812936,0.5546305211143743,0.6157645945538399,0.5870770262106055,0.6193085311930854,0.25075182927498574,0.5569314208893745,20130916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.08278887024031102,0.8837833656077189,0.5487670765755206,0.5762918377334892,0.6610974730812936,0.5546305211143743,0.6157645945538399,0.5870770262106055,0.6193085311930854,0.25075182927498574,0.5569314208893745,20131030,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.023275981582153216,0.8839397699393032,0.8288820570746573,0.5986183753574792,0.6700042304259233,0.2559274844561866,0.6157565439089985,0.5869323443139676,0.6187528111875281,0.24329149825860466,0.5292497803094334,20130424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.024868812662417153,0.8839641781306203,0.7821886788431619,0.6002532942464697,0.6689359808683205,0.2877427515278408,0.6159335815788566,0.5870460886800304,0.6198039436980395,0.2410790466861015,0.5470024559203199,20130808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.04370256534294538,0.8819571891119076,0.800109758956544,0.6514445001965055,0.6699917740842184,0.42051051110740784,0.614470916594609,0.5863025421941109,0.623744886237449,0.25594321945436727,0.5658385887791078,20131028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.04370256534294538,0.8819571891119076,0.800109758956544,0.6514445001965055,0.6699917740842184,0.42051051110740784,0.614470916594609,0.5863025421941109,0.623744886237449,0.25594321945436727,0.5658385887791078,20131115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0.03276512525846634,0.8839520040204548,0.7930462905735172,0.6004281717086578,0.6673865065653592,0.2234059703436702,0.615610703171085,0.586833102438238,0.6174450211744502,0.2448402679036834,0.5512880473650764,20130806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.019237859824965564,0.8842333878869402,0.7639047548006224,0.6094102612904103,0.6726769829352849,0.5450589897329297,0.6169270355246591,0.5888963044333323,0.625610788756108,0.2426610138136331,0.5475339078495073,20130809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.019237859824965564,0.8842333878869402,0.7639047548006224,0.6094102612904103,0.6726769829352849,0.5450589897329297,0.6169270355246591,0.5888963044333323,0.625610788756108,0.2426610138136331,0.5475339078495073,20131031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.03765865629949944,0.8762125083884416,0.5398515590034313,0.5736754731578544,0.6738571818930201,0.6325208775150577,0.5987236913206779,0.5810605716775441,0.6376901088769011,0.24023679442967663,0.5403314129196929,20130806,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.014680593123099295,0.8841689190769505,0.8117607254747341,0.6046905781214083,0.6673587557281433,0.23736541409038026,0.6157673436878217,0.5869426888938909,0.6183777661837777,0.244485269018744,0.54353270820269,20130805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.014680593123099295,0.8841689190769505,0.8117607254747341,0.6046905781214083,0.6673587557281433,0.23736541409038026,0.6157673436878217,0.5869426888938909,0.6183777661837777,0.244485269018744,0.54353270820269,20131104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.023795126526831828,0.8837723909172741,0.4851681549839091,0.560266604707726,0.6555277539118826,0.9601681789550367,0.6170097664214436,0.5836138047477899,0.6313115388131154,0.2468559440761636,0.5519298164666206,20130726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.10722997826080545,0.8842661320453163,0.9012766138829096,0.6170470920905952,0.6937572126554539,0.2755705284490636,0.6165605972802375,0.5940736474691816,0.6233181137331811,0.24949326987973677,0.5548286833037267,20130904,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.10722997826080545,0.8842661320453163,0.9012766138829096,0.6170470920905952,0.6937572126554539,0.2755705284490636,0.6165605972802375,0.5940736474691816,0.6233181137331811,0.24949326987973677,0.5548286833037267,20131028,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0.04062604160828744,0.8845830787065216,0.561334477099806,0.5870699744666547,0.6592709634318072,0.6260929024619614,0.6160402676530611,0.5871562105607662,0.6188623711886237,0.24442610253792077,0.5476127657521807,20130829,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0.04062604160828744,0.8845830787065216,0.561334477099806,0.5870699744666547,0.6592709634318072,0.6260929024619614,0.6160402676530611,0.5871562105607662,0.6188623711886237,0.24442610253792077,0.5476127657521807,20131219,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.25865511962456383,0.8835496586751329,0.810608789241491,0.6108205584214312,0.6920909010208051,0.3955370186946271,0.6161691708835996,0.5873012103660471,0.6258049112580492,0.24381087822601222,0.5468539681674137,20130822,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.27777794164928815,0.883541742504976,0.8095740713113531,0.6080595955201709,0.6943965856379011,0.3495660087851593,0.6160913042596656,0.5872305342550955,0.6249009587490096,0.24516662057392558,0.5492809459592666,20131219,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.024659384872234298,0.8840164128594585,0.7799231687304191,0.617597986993566,0.6824716093956135,0.28081536255182604,0.6164359461893368,0.5853229192596962,0.6241146512411465,0.24561853468989672,0.5503258131696892,20130923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.02127904335745194,0.8836676815756536,0.9905106455531638,0.6667261950371878,0.6724002629391825,0.2353295882622896,0.6156754143964221,0.586870820625528,0.6188402611884026,0.2361227161002168,0.5035039334573528,20130805,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0.04319816883419513,0.884635433377332,0.629241704141003,0.5800299207304563,0.6416643186199761,0.6184914885473572,0.6137630993091585,0.5875600256485347,0.6068903835689039,0.243812752277441,0.5465611872308922,20131203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
